EVE_TITULO;EVE_DATA_INICIO;EVE_DATA_TERMINO;EVE_REPETIR;EVE_DIA;BAI_DESCRICAO;ETE_DESCRICAO;EVE_DESCRICAO_NORM
Dias do Cinema Ucraniano no Brasil;2019-06-26;2019-06-26;1;"1;5;6;7";São Francisco;Cultura;mostra inedita filmes ucranianos cartaz cinemateca preto min drama anos diretor valentyn vassyanovichelenco kostiantyn mokhnach keteryna molchanova aniversario comeco fase complexa vida fotografo casamentos kostya cujo trabalho registrar felicidade outros tudo ama desaparecendo embora existam muitas coisas guardar vida pai paralisado apos avc amiga estilista revista casamento gato velho algumas fotos jovem feliz filme candidato ucrania cerimonia aniversario oscar categoria melhor filme pergaminho desaparecido min anos diretor borys ivchenkoelenco ivan mykolaychuk fedir strygun galyna dolgozviaga lidia beloziorova vakula comedia heroica baseada historia mykola gogol trata aventura cossacos vasil andriyna viagem petersburgo entregar carta dehetman rainha disso sobre feliz retorno drama mistico anos diretor volodymyr tykhiyelenco irma vitovska vitalina bibliv yaroslav fedorchuk historia familia vive zona exclusao chornobyl matriarca vovo prissia amiga sereia come ocasionalmente cogumelos alucinogenos algum momento durante segunda guerra mundial mata doze soldados nazistas mora neto vovchyk filha doente slava deixada marido repente vida habitual acaba matriarca recebe advertencia mistica catastrofe acontecera futuro proximo deve ser guerra minutos drama anos diretor zazabuadzeelenco oleg shulga sergiy lefor anton andriushenko volodymyr romando oleg voloschenko yuliya chepurko outono zona operacao antiterrorista ucrania grupo inteligencia liderado experiente capitao anton sayenko nome guerra banderas tenta impedir sabotagem neutralizar equipamento russo khodok tarefa complicada fato eventos ocorrem perto aldeia min anos diretor yuriikovaliovelenco danyil kamenskyi yeva kosheva roman lutskyi natalia sumska durante eclipse solar menino vitko volta mil anos passado vai parar rus kyiv confederacao tribos eslavas leste europeu seculos ix xiii auge batalha decisiva bem mal pedra magica poderes herois lendarios sobre quais leu enfrentam entao magia malefica exercito liderado gigantesco monstro pedra coragem menino depende vagabundos anos diretor oleksandr berezanelenco iryna gryshak ivan sharan yuriy khvostenko historia engracada sobre aventureiros cidade lviv vivem sob lema amor lviv mulheres piadas tornar vida interessante nobres vagabundos buscam aventuras repente guardioes jovem bela menina aventuras ganham novo horario unico entrada sessoes preprise filme portao reprise filme nobres vagabundos abriu mostra
Exposição ‘Bonecos Criativos’;2019-06-24;2019-06-28;1;"1;3;4;5;6;7";Portão;Cultura;projeto criativos realizara exposicao composta trabalhos confeccionados bonequeiros curitiba regiao expostos bonecosde variadas gratuito
Seminário Soluções para o Desenvolvimento Sustentável;2019-06-27;2019-06-30;1;6;Santo Inácio;Simpósios/Similares;nesta partir salao atos parque barigui apresentados debatidos evento gratuito temas relacionados boas praticas administracao publica organizado instituto municipal administracao publica imap seminario sustentabilidade foco destaques projetos municipio atendem objetivos desenvolvimento sustentavel ods intervencoes serem apresentadas implantacao paineis fotovoltaicos nopalacio marco geracao energia limpa sede prefeitura programasde incentivo alimentacao saudavel seguranca alimentar bem melhor utilizacao materias reciclagem logistica reversa link https
23ª TrekCon - A Amizade em Star Trek;2019-07-02;2019-07-30;1;1;Centro;Cultura;homenagem lucas layneso curitibano federacao planetas unidos apoio gibiteca curitiba realiza edicao tradicional convencao anual ficcao cientifica enfase saga star trek conhecida brasil jornada estrelas dentre atracoes evento estandes grupos nerds exposicoes itens colecao exibicao episodios palestras atividades robotica jogos xadrez concurso gratuito
Informática Básica Liceu de Ofício Cajuru;2019-06-27;2019-06-28;0;*;Cajuru;Eventos Regionais;informatica basica liceu oficio cajuruperiodo manha tarde site
Show A Palavra Amor – Mariá Sallum;2019-07-07;2019-07-07;1;3;Prado Velho;Cultura;neste show maria sallum buscou composicoes escritas mulheres compositoras angela roro dolores duran dora lopes elza soares fatima guedes joyce moreno musicos convidados elias fernandes violao cordas guitarra erica silva baixo daniel miranda sax alto clarineta thales lemos inteira meia
45 Anos Camerata Antíqua de Curitiba - Dixit Dominus de Händel;2019-07-17;2019-08-07;1;"6;7";Centro;Cultura;dixit dominus handelregencia luis otavio santos solistas soprano marilia vargas mezzosopranocontratenor paulo mestre pr programa georg friedrich handel dixit dominusingresso inteira meia
Show Aurora do Samba com Renata Fadel - Paiol Musical;2019-07-09;2019-07-09;1;"6;7";Prado Velho;Cultura;espetaculo musical trabalho pesquisa homenagem samba produzido curitiba repertorio nomes paranaenses leo fe ricardo salmazo renato lucce mae cuica mayte correa ivo queiroz roberto guedes lapis bruno santos lima elias fernandes musicos convidados luiz ivanqui violao cordas daniel amaral violao ricardo salmazo percussao cantora janaina inteira meia
Visita Guiada Temática: Erva-Mate;2019-07-05;2019-07-06;1;7;São Francisco;Cultura;visita guiada tematica historia economia politica curitibaprincipal ciclo economico final seculo xix inicio seculo xx protagonista grandes avancos cidade curitiba visita guiada tematica traz tona trajetoria principais ervateiros influencia crescimento capital paranaense nomes barao serro azul francisco fasce fontana agostinho ermelino leao junior outros lembrados legado historico politico economico palacetes mausoleus participacao poderes municipal estadual federal participacao maconaria outros desdobramentos avancos proporcionados cultivo abordados durante tres horas passeio primeiro cemiterio mediante inscricao via email partir dia enviando nome completo numero rg quatro participantes visitaguiada gratuito
Encontro das Nações;2019-07-12;2019-07-13;1;"1;7";Centro;Cultura;dois dias muita musica moda danca artesanato culinaria oportunidade pequenos empreendedores divulgarem trabalhos criativos disso evento reune cada pais marcante apresentar pavilhao etnico desta forma traz publico forma gratuitaum pouco cultura povos aqui residem fazem curitiba grande paises expositores representam cultura neste deg encontro confira atracoes compoem abertura moises antonio poesia felipe barao danca cw black danca jeff duarte direto rio janeiro performance bom malandro kizomba danca ninonskapottela voz violao cia aire flamenco danca black adilto danca afro leo novaes toques tambores origem dance dancas afro vania hip hop
Visita Guiada Noturna;2019-07-13;2019-07-13;1;"5;6;7";São Francisco;Cultura;necropole antiga curitiba inaugurada cemiterio municipal francisco paula possui vasto acervo esculturas exemplares arquitetonicos relevancia historica artistica albergam despojos diversas personalidades criadas coordenadas pesquisadora fundacao cultural curitiba clarissa grassi visitas guiadas cemiterio municipal objetivo promover historia curitiba habitantes partindo tumulos ponto mediante inscricao via email partir dia enviando nome completo numero rg quatro participantes visitaguiada gratuito
Show banda curitibana IMÃ - Paiol Musical;2019-07-13;2019-07-14;1;"6;7";Prado Velho;Cultura;imabanda curitibana nove artistas dialoga esteticas trazidas cada integrante torno musica brasileira banda formada andre garcia guitarra violao dayane battisti cello violao cavaquinho voz francisco okabe cavaquinho violao cordas flauta voz leonardo gumiero baixo sintetizador voz lorenzo molossi bateria guitarra voz luciano faccini clarineta violao guitarra voz ma ribeiro percussoes voz melina mulazani percussao voz yasmine matusita bateria voz inteira meia
Festival de Inverno do Centro Histórico de Curitiba;2019-07-18;2019-07-20;0;*;Centro;Cultura;evento faz parte calendario cidade traz neste ano tema gastronomia musica arte durante dias festival varias atracoes prometem aquecer frio curitibano gastronomia criada especialmente centro historico conhecido importante polo gastronomico promete ferver novas aqui programacao completa
Camerata apresenta Dixit Dominus de Händel em concerto gratuito;2019-07-19;2019-07-20;1;1;Centro;Cultura;camerata antiqua curitibadixit dominus handelregente luis otavio santos paulo concerto comemoracao anos gruposolistassoprano graciela oddone argentina mezzosoprano cecilia amancay pastawski argentina contratenor paulo mestre parana tenor sidney gomes baritono claudio biaggi parana programageorg friedrich handel concerto grosso la maior op andante larghetto staccato allegroiii largo staccato andante allegrodixit dominus hwv salmo
"Espetáculo ""Histórias da Gente""";2019-07-18;2019-07-27;1;6;Alto Boqueirão;Cultura;encerramento oficinas circando trajetos sobre lendas gratuito
Praça do Circo - Circo Rhoney Espetacular;2019-07-07;2019-07-07;1;6;Bigorrilho;Cultura;lona palco numeros magica malabarismo muita palhacada globo morte divide duas partes motociclistas movimento outras atracoes ineditas capital fazem parte inteira meia inteira meia inteira meia
Segunda edição da Expo Educação começa nesta terça;2019-07-05;2019-07-05;0;*;Santa Felicidade;Feiras;prefeitura curitiba promove nesta semana segunda edicao expo educacao feira interativa organizada secretaria municipal educacao semana estudos pedagogicos expectativa publico aproximadamente mil cerimonia abertura noite desta salao atos parque barigui exposicao estara pavilhao expo barigui quarta feira gratuita aberta professores funcionarios educacao expo educacao dia dia expo barigui rua batista ganz santo inacio
Lançamento do Concurso de Boas Práticas 2019;2019-07-12;2019-07-12;0;*;Centro Cívico;Simpósios/Similares;objetivo envolver valorizar servidores nessa inovacao respeitando compromisso parceria pacto controladoria geral uniao cgu prefeitura lanca nesta boas praticas realizado instituto municipal administracao publica imap poderao participar concurso todos servidores equipes sucesso produzido beneficios concretos totais parciais forma fortalecer gestao conhecimento estimulando aprendizado corporativo traduzido disseminacao compartilhamento experiencias consolidadas
1ª Mostra Paraná de Teatro de Bonecos;2019-07-01;2019-07-04;1;"1;2;3;4;5;6";São Francisco;Cultura;mostra parana teatro bonecos vai acontecer periodo julho curitiba festa todos amam milenar mostra parana teatro bonecos apresentara encantadora programacao espetaculos teatro bonecos variadas tecnicas animacao alegrando ferias criancas adultos capital curitiba outras regioes parana reunem brindar publico todas idades melhor arte trocarem experiencias aprendizadosnas oficinas escolha programacao producao mostra parana teatro bonecos responsabilidade associacao paranaense teatro bonecos realizacao docentro cultural teatro estado parana evento conta apoiodo instituto grupoboticario fundacao cultural aberturadata domingo cortejo bonecos feira artesanato largo espetaculo ruinas franciscocom bonequeiro caue mostra parana teatro bonecosespetaculos local teatro bonecos botica shopping estacao ingressos inteira meia local teatro jose maria santos rua maio entrada dramaturgia teatro bonecosdata mini auditorio teatro guairaministrante renato perrepalestra sobre teatro coletivo particulardata mini auditorio teatro guairaministrante inece gomesworkshopteatro animacao corporal dramaturgia fisica manipulacao dico ferreiraconfira toda programacao paranaense teatro bonecos
CONSULTAS PÚBLICAS DA LOA 2020 - CIC;2019-07-11;2019-07-11;0;*;Cidade Industrial de Curitiba;Simpósios/Similares;nan
CONSULTAS PÚBLICAS DA LOA 2020 - BAIRRO NOVO;2019-07-14;2019-07-21;0;*;Sítio Cercado;Simpósios/Similares;nan
CONSULTAS PÚBLICAS DA LOA 2020 - PINHEIRINHO;2019-08-05;2019-08-05;0;*;Pinheirinho;Simpósios/Similares;nan
CONSULTAS PÚBLICAS DA LOA 2020 - TATUQUARA;2019-08-05;2019-08-05;0;*;Tatuquara;Simpósios/Similares;nan
CONSULTAS PÚBLICAS DA LOA 2020 - BOA VISTA;2019-08-06;2019-08-06;0;*;Boa Vista;Simpósios/Similares;nan
CONSULTAS PÚBLICAS DA LOA 2020 - SANTA FELICIDADE;2019-08-06;2019-08-06;0;*;Santa Felicidade;Simpósios/Similares;nan
CONSULTAS PÚBLICAS DA LOA 2020 - CAJURU;2019-08-07;2019-08-07;0;*;Capão da Imbuia;Simpósios/Similares;nan
CONSULTAS PÚBLICAS DA LOA 2020 - PORTÃO;2019-08-07;2019-08-07;1;5;Fazendinha;Simpósios/Similares;atencao comunidade moradora bairros pertencentes regional portao chegamos fase final processo loa propostas elencadas todos bairros chegando momento eleger prioridades realizadas participe votacoes vindo reuniao via internet link https sendo internet votacao encerrara dia agosto
CONSULTAS PÚBLICAS DA LOA 2020 - MATRIZ;2019-08-08;2019-08-08;0;*;Centro;Simpósios/Similares;nan
Comemoração 30 Anos Armazém da Familia;2019-08-08;2019-08-08;1;4;Boa Vista;Eventos Regionais;dia julho secretaria municipal saude alimentar nutricional vai promover cerimonia celebrar anos criacao programa armazem familia evento vai acontecer unidade bairro boa vista contara presenca prefeito rafael previsto lancamento programa nota vai alertar consumidores informacoes sobre melhores escolhas hora compra armazens familia usuario encontrara dicas nota fiscal sobre quais grupos alimentares consumir diariamente deve ser consumido moderacao quais produtos devem ser evitados programa nota elaborado acordo guia alimentar populacao brasileira
Arraiá Regional Pinheirinho;2019-08-09;2019-08-09;1;5;Pinheirinho;Eventos Regionais;primeira edicao arraia regional festa julina aberta populacao comeca direito apresentacao quadrilha show banda lyra delicias pipoca informacoes
